CustomerID,Gender,Age,Tenure,Contract,MonthlyCharges,Churn
24553,Female,37,17,Two Year,117,1
24554,Male,60,71,Month-to-Month,61,0
24555,Male,60,55,One Year,30,0
24556,Male,31,5,Month-to-Month,103,0
24557,Male,20,4,One Year,56,1
24558,Male,40,53,Two Year,139,0
24559,Female,64,72,One Year,48,0
24560,Male,52,7,One Year,148,0
24561,Female,44,49,One Year,35,0
24562,Female,18,29,One Year,127,0
24563,Male,28,41,Two Year,82,0
24564,Female,61,10,Month-to-Month,33,0
24565,Female,27,67,Two Year,109,0
24566,Male,59,40,One Year,64,0
24567,Male,52,67,One Year,104,0
24568,Female,42,39,One Year,128,1
24569,Female,40,51,Two Year,72,0
24570,Male,33,3,One Year,140,1
24571,Male,21,69,Month-to-Month,22,0
24572,Male,66,22,Two Year,97,0
24573,Male,60,19,Month-to-Month,54,0
24574,Male,55,23,One Year,72,0
24575,Female,31,52,Month-to-Month,101,1
24576,Female,66,9,Month-to-Month,50,0
24577,Male,53,47,Two Year,90,1
24578,Female,21,58,Month-to-Month,147,0
24579,Male,56,42,Month-to-Month,140,1
24580,Male,48,16,One Year,39,0
24581,Female,52,31,Month-to-Month,125,0
24582,Male,45,54,Two Year,131,0
24583,Male,66,43,Two Year,68,0
24584,Female,42,13,Month-to-Month,36,0
24585,Male,45,51,One Year,30,1
24586,Female,35,4,One Year,79,0
24587,Male,45,26,Two Year,25,0
24588,Male,60,52,Month-to-Month,105,0
24589,Female,40,64,Two Year,21,0
24590,Female,57,57,Two Year,148,0
24591,Male,49,25,Month-to-Month,55,0
24592,Female,19,35,Month-to-Month,22,0
24593,Female,51,30,One Year,98,0
24594,Female,68,33,One Year,55,0
24595,Male,22,21,Two Year,141,0
24596,Female,27,64,Month-to-Month,71,0
24597,Female,60,53,Month-to-Month,98,0
24598,Female,68,28,One Year,35,0
24599,Male,68,48,One Year,120,0
24600,Male,55,27,Two Year,90,0
24601,Female,33,9,Month-to-Month,132,0
24602,Male,29,22,One Year,32,0
24603,Female,18,61,One Year,53,0
24604,Female,62,64,One Year,106,1
24605,Female,35,5,Month-to-Month,148,1
24606,Male,68,54,One Year,36,0
24607,Male,56,72,Two Year,61,1
24608,Female,34,42,One Year,78,0
24609,Female,56,72,Month-to-Month,62,0
24610,Female,68,35,One Year,60,0
24611,Female,55,72,One Year,29,0
24612,Male,46,24,Two Year,101,1
24613,Female,35,13,Month-to-Month,98,0
24614,Female,67,23,One Year,92,0
24615,Female,25,60,Two Year,93,1
24616,Female,67,21,Month-to-Month,80,0
24617,Male,50,36,Month-to-Month,132,0
24618,Male,37,47,Month-to-Month,125,0
24619,Male,21,66,One Year,116,0
24620,Male,30,3,Month-to-Month,68,0
24621,Male,55,6,Month-to-Month,116,1
24622,Female,45,59,Month-to-Month,67,0
24623,Male,27,61,One Year,89,1
24624,Female,59,5,One Year,126,0
24625,Male,41,31,One Year,39,0
24626,Male,18,41,Month-to-Month,23,0
24627,Male,47,29,Month-to-Month,50,1
24628,Male,57,25,Month-to-Month,49,1
24629,Female,48,68,One Year,76,0
24630,Male,46,32,One Year,96,1
24631,Male,25,29,Month-to-Month,25,1
24632,Female,46,62,Two Year,87,0
24633,Male,48,3,Two Year,48,0
24634,Male,39,48,One Year,77,1
24635,Male,69,29,Month-to-Month,30,1
24636,Male,34,55,One Year,21,0
24637,Male,23,24,Two Year,22,0
24638,Male,34,54,One Year,103,0
24639,Female,42,35,Two Year,44,0
24640,Female,24,60,Two Year,146,1
24641,Male,50,55,Month-to-Month,145,0
24642,Male,60,58,Two Year,90,1
24643,Male,27,13,Month-to-Month,88,0
24644,Female,36,15,Two Year,65,0
24645,Male,67,61,One Year,63,0
24646,Female,25,14,One Year,128,0
24647,Female,25,31,Month-to-Month,89,0
24648,Male,27,25,One Year,123,0
24649,Female,56,61,Two Year,57,0
24650,Male,67,32,Two Year,118,1
24651,Male,68,12,Two Year,43,0
24652,Male,58,9,Month-to-Month,39,1
24653,Male,50,62,Month-to-Month,127,0
24654,Female,36,58,One Year,55,1
24655,Female,54,67,One Year,53,0
24656,Male,58,12,Two Year,88,0
24657,Female,67,60,Month-to-Month,127,0
24658,Male,33,57,One Year,64,0
24659,Male,28,2,Month-to-Month,70,1
24660,Male,49,59,One Year,48,1
24661,Female,19,71,One Year,72,1
24662,Female,31,35,One Year,143,0
24663,Female,69,60,Month-to-Month,144,0
24664,Female,55,67,Month-to-Month,71,0
24665,Male,21,65,One Year,102,0
24666,Male,41,66,Month-to-Month,137,0
24667,Female,65,59,Month-to-Month,96,0
24668,Female,51,49,Month-to-Month,87,1
24669,Male,19,8,Two Year,67,0
24670,Female,20,20,Two Year,74,0
24671,Male,50,14,One Year,72,0
24672,Male,33,40,Month-to-Month,37,0
24673,Female,26,46,One Year,36,1
24674,Female,57,53,Two Year,54,0
24675,Male,27,29,Month-to-Month,92,0
24676,Male,41,12,One Year,42,1
24677,Male,19,16,One Year,71,0
24678,Female,64,60,One Year,66,0
24679,Female,54,65,Two Year,126,1
24680,Female,58,7,Month-to-Month,54,0
24681,Male,40,58,Two Year,54,0
24682,Female,47,61,One Year,32,1
24683,Female,69,63,Month-to-Month,57,0
24684,Male,26,53,Two Year,48,1
24685,Male,64,49,Month-to-Month,140,0
24686,Male,38,39,Two Year,101,0
24687,Male,40,40,One Year,100,1
24688,Female,40,40,Two Year,98,0
24689,Female,19,4,Month-to-Month,20,0
24690,Female,65,47,Month-to-Month,97,0
24691,Male,25,33,Month-to-Month,113,0
24692,Female,37,11,Month-to-Month,119,1
24693,Male,30,71,Two Year,76,1
24694,Male,49,25,Month-to-Month,112,0
24695,Female,46,25,Month-to-Month,54,0
24696,Male,48,71,Month-to-Month,145,1
24697,Female,23,9,Two Year,128,1
24698,Female,26,35,One Year,141,0
24699,Female,22,39,Month-to-Month,77,1
24700,Male,30,10,Two Year,87,1
24701,Female,41,2,One Year,76,1
24702,Female,40,28,Month-to-Month,117,1
24703,Female,34,51,Two Year,107,0
24704,Female,41,52,Month-to-Month,118,1
24705,Female,53,12,One Year,28,0
24706,Male,33,59,One Year,26,0
24707,Female,63,43,Month-to-Month,45,1
24708,Female,66,49,Two Year,32,0
24709,Female,61,60,Two Year,112,0
24710,Female,31,55,One Year,93,0
24711,Male,54,64,One Year,46,1
24712,Male,59,3,One Year,62,0
24713,Female,46,28,Two Year,46,1
24714,Male,60,28,Month-to-Month,88,0
24715,Male,31,19,Two Year,137,1
24716,Male,68,4,One Year,85,1
24717,Male,31,27,One Year,99,1
24718,Female,18,57,Two Year,112,1
24719,Female,44,45,One Year,135,1
24720,Male,67,21,Month-to-Month,29,0
24721,Male,23,67,Month-to-Month,49,0
24722,Male,42,45,Month-to-Month,86,0
24723,Male,21,61,Two Year,23,0
24724,Male,33,56,Month-to-Month,49,0
24725,Female,37,48,Month-to-Month,125,1
24726,Male,52,54,Month-to-Month,74,0
24727,Female,27,68,Two Year,73,0
24728,Female,24,69,Month-to-Month,130,0
24729,Female,28,57,Two Year,49,0
24730,Male,50,71,Two Year,52,0
24731,Female,66,25,One Year,86,0
24732,Male,27,30,Month-to-Month,115,1
24733,Male,53,55,Two Year,94,0
24734,Male,48,53,Month-to-Month,59,1
24735,Female,36,61,Month-to-Month,38,0
24736,Male,66,72,One Year,99,1
24737,Female,25,12,One Year,47,0
24738,Female,69,46,One Year,65,0
24739,Female,36,16,One Year,148,0
24740,Female,66,1,Month-to-Month,145,0
24741,Male,64,37,Two Year,55,0
24742,Male,20,67,One Year,40,0
24743,Male,20,37,Month-to-Month,50,0
24744,Female,67,32,Two Year,28,0
24745,Female,50,25,One Year,94,0
24746,Female,38,51,Two Year,53,1
24747,Male,50,26,One Year,39,0
24748,Female,20,7,Two Year,140,1
24749,Female,45,26,One Year,23,1
24750,Female,38,47,Month-to-Month,38,0
24751,Female,50,68,Month-to-Month,79,1
24752,Male,57,32,One Year,122,1
24753,Male,64,64,Two Year,53,1
24754,Male,49,36,Two Year,89,0
24755,Female,62,10,One Year,140,0
24756,Female,18,16,Two Year,60,0
24757,Male,47,48,Month-to-Month,40,1
24758,Male,33,55,One Year,38,0
24759,Male,30,55,One Year,81,1
24760,Female,57,67,One Year,60,0
24761,Male,54,8,One Year,103,0
24762,Male,30,20,One Year,90,0
24763,Male,19,15,Two Year,23,0
24764,Male,49,29,Two Year,99,0
24765,Female,59,26,Two Year,106,0
24766,Female,65,37,Month-to-Month,73,0
24767,Male,26,54,Two Year,118,0
24768,Female,62,18,Two Year,52,0
24769,Male,23,23,Two Year,105,0
24770,Female,68,69,Month-to-Month,55,0
24771,Male,36,9,Month-to-Month,27,1
24772,Male,34,27,Two Year,103,1
24773,Female,36,30,Month-to-Month,73,0
24774,Male,58,9,One Year,138,0
24775,Male,23,71,One Year,29,0
24776,Female,68,26,One Year,135,0
24777,Female,50,21,Month-to-Month,146,0
24778,Male,18,21,Two Year,91,0
24779,Female,45,1,Month-to-Month,53,1
24780,Female,48,25,Month-to-Month,140,0
24781,Female,44,61,One Year,45,0
24782,Female,59,64,Two Year,45,0
24783,Female,43,47,Two Year,46,0
24784,Male,39,52,Two Year,81,0
24785,Male,50,9,Month-to-Month,69,1
24786,Male,51,49,Month-to-Month,20,0
24787,Male,49,50,Month-to-Month,61,0
24788,Female,51,69,One Year,59,0
24789,Male,56,52,Month-to-Month,21,1
24790,Male,28,57,One Year,43,0
24791,Male,23,66,Month-to-Month,121,0
24792,Male,53,5,Month-to-Month,73,0
24793,Female,35,26,Two Year,104,0
24794,Male,27,44,Two Year,89,1
24795,Female,51,41,One Year,118,1
24796,Male,51,16,Two Year,55,1
24797,Female,39,30,Two Year,133,1
24798,Female,40,63,One Year,134,0
24799,Female,67,23,Two Year,32,0
24800,Female,49,10,Two Year,129,1
24801,Female,28,26,Month-to-Month,79,0
24802,Female,20,47,Month-to-Month,80,1
24803,Female,60,62,One Year,59,0
24804,Female,58,45,One Year,60,0
24805,Female,28,45,Two Year,32,1
24806,Female,39,24,Month-to-Month,133,0
24807,Female,40,25,One Year,135,1
24808,Male,42,25,Two Year,61,0
24809,Male,67,20,Two Year,40,0
24810,Female,59,10,Month-to-Month,88,0
24811,Male,68,41,One Year,46,0
24812,Female,35,32,One Year,70,0
24813,Male,47,54,One Year,94,0
24814,Male,41,66,Two Year,126,0
24815,Female,18,37,Two Year,32,0
24816,Female,49,2,One Year,109,1
24817,Female,29,62,Two Year,76,0
24818,Male,51,13,One Year,104,0
24819,Male,37,62,Month-to-Month,112,1
24820,Male,57,25,Two Year,28,0
24821,Male,54,9,One Year,93,0
24822,Male,50,53,Two Year,24,0
24823,Female,45,50,Month-to-Month,135,0
24824,Male,59,8,One Year,85,0
24825,Female,29,39,Month-to-Month,82,0
24826,Male,42,45,Two Year,24,0
24827,Male,32,44,One Year,56,0
24828,Male,63,21,Two Year,41,1
24829,Female,67,44,Two Year,28,0
24830,Female,40,37,Two Year,79,0
24831,Male,50,72,Two Year,61,0
24832,Female,63,6,One Year,101,0
24833,Female,50,22,Month-to-Month,31,0
24834,Female,20,70,Two Year,80,0
24835,Female,57,13,Two Year,80,1
24836,Male,38,2,Month-to-Month,80,0
24837,Female,19,8,Two Year,33,0
24838,Female,67,25,Two Year,148,0
24839,Female,54,72,One Year,45,0
24840,Female,29,52,Month-to-Month,85,0
24841,Male,35,49,Two Year,36,0
24842,Male,52,57,Month-to-Month,135,0
24843,Female,27,43,One Year,33,0
24844,Female,39,57,Month-to-Month,74,0
24845,Male,47,42,Two Year,111,0
24846,Male,32,12,Month-to-Month,127,0
24847,Female,49,56,One Year,36,1
24848,Male,65,33,Two Year,98,0
24849,Male,61,64,Month-to-Month,60,1
24850,Male,58,60,Month-to-Month,43,0
24851,Female,56,56,Two Year,148,0
24852,Female,46,8,Two Year,77,0
24853,Female,50,51,Two Year,85,0
24854,Female,45,6,Two Year,96,1
24855,Male,19,10,One Year,78,0
24856,Male,58,37,Two Year,37,0
24857,Female,62,15,One Year,56,0
24858,Male,64,30,Two Year,35,1
24859,Male,31,59,Month-to-Month,110,0
24860,Female,68,22,Two Year,112,0
24861,Male,63,27,One Year,53,0
24862,Female,40,33,One Year,71,0
24863,Female,28,31,Month-to-Month,121,0
24864,Female,23,19,Two Year,121,0
24865,Male,57,49,Two Year,141,0
24866,Male,25,36,Month-to-Month,108,0
24867,Female,66,60,Two Year,104,0
24868,Female,30,67,Two Year,51,0
24869,Male,56,25,Two Year,46,0
24870,Female,57,39,Month-to-Month,40,0
24871,Female,63,44,Two Year,103,0
24872,Female,35,38,Month-to-Month,62,0
24873,Male,69,72,One Year,92,0
24874,Male,45,25,Month-to-Month,33,0
24875,Male,61,26,Two Year,119,0
24876,Male,39,30,Month-to-Month,69,0
24877,Female,21,52,Two Year,23,1
24878,Male,60,72,Two Year,34,0
24879,Female,51,55,One Year,64,0
24880,Male,30,70,Month-to-Month,24,0
24881,Female,19,12,One Year,122,0
24882,Male,19,71,Month-to-Month,40,0
24883,Male,65,59,One Year,106,0
24884,Male,35,72,Month-to-Month,142,1
24885,Female,24,34,Month-to-Month,115,1
24886,Male,42,66,Month-to-Month,36,0
24887,Male,59,56,One Year,38,0
24888,Male,29,23,Two Year,144,0
24889,Female,42,15,Month-to-Month,31,0
24890,Female,55,33,Month-to-Month,46,1
24891,Female,59,36,One Year,98,0
24892,Female,20,47,One Year,143,0
24893,Male,45,41,One Year,63,1
24894,Female,56,42,One Year,114,1
24895,Male,64,52,Month-to-Month,144,0
24896,Male,28,30,Two Year,68,0
24897,Female,57,53,Month-to-Month,143,1
24898,Female,26,58,Month-to-Month,131,0
24899,Male,31,8,Two Year,121,0
24900,Male,37,32,Month-to-Month,88,0
24901,Female,54,65,Month-to-Month,20,0
24902,Female,50,31,Month-to-Month,78,0
24903,Male,38,1,One Year,116,0
24904,Male,27,53,Two Year,102,1
24905,Female,60,7,Month-to-Month,40,1
24906,Female,45,52,One Year,121,1
24907,Female,35,45,One Year,43,1
24908,Male,22,19,Month-to-Month,71,0
24909,Male,58,3,Two Year,41,0
24910,Male,61,47,Two Year,135,1
24911,Female,68,59,Two Year,141,0
24912,Male,51,71,One Year,85,0
24913,Male,54,44,Two Year,31,1
24914,Male,58,54,Two Year,28,0
24915,Female,43,54,Two Year,49,0
24916,Male,69,10,Two Year,23,0
24917,Female,50,24,Two Year,87,0
24918,Female,55,17,Month-to-Month,31,0
24919,Female,53,50,Two Year,45,0
24920,Male,30,37,One Year,78,0
24921,Female,58,16,Month-to-Month,38,0
24922,Male,48,49,Two Year,134,1
24923,Male,60,31,One Year,28,1
24924,Female,40,28,One Year,66,0
24925,Male,18,24,One Year,73,1
24926,Female,51,7,Month-to-Month,104,0
24927,Male,57,61,Month-to-Month,59,0
24928,Female,56,52,One Year,28,1
24929,Female,46,57,Month-to-Month,99,0
24930,Male,37,67,Two Year,28,1
24931,Female,34,7,One Year,106,0
24932,Female,31,63,Month-to-Month,20,0
24933,Male,40,58,Month-to-Month,102,1
24934,Male,54,50,Two Year,146,0
24935,Male,38,9,Month-to-Month,28,0
24936,Female,58,30,Two Year,34,0
24937,Female,52,27,Two Year,33,0
24938,Female,22,64,Month-to-Month,44,0
24939,Male,59,49,Two Year,132,0
24940,Male,44,49,One Year,142,0
24941,Male,35,41,Month-to-Month,31,0
24942,Male,38,55,One Year,134,0
24943,Female,54,17,Month-to-Month,116,0
24944,Female,51,33,Month-to-Month,129,1
24945,Male,52,41,One Year,57,0
24946,Female,29,70,Two Year,65,0
24947,Male,50,32,Month-to-Month,34,1
24948,Female,28,60,Two Year,134,1
24949,Male,21,26,Two Year,31,1
24950,Female,53,44,Two Year,108,1
24951,Male,38,34,Two Year,127,0
24952,Female,20,36,Month-to-Month,33,0
24953,Male,41,3,Month-to-Month,112,0
24954,Male,18,40,One Year,133,0
24955,Male,18,54,One Year,102,0
24956,Male,54,59,Month-to-Month,80,0
24957,Female,67,61,Month-to-Month,128,0
24958,Female,61,33,One Year,33,0
24959,Female,25,71,Two Year,88,1
24960,Female,40,45,One Year,93,0
24961,Male,56,24,Two Year,40,0
24962,Female,65,10,One Year,129,1
24963,Male,27,17,One Year,127,0
24964,Female,67,33,One Year,122,0
24965,Male,43,44,Month-to-Month,72,0
24966,Female,69,41,Two Year,122,1
24967,Male,58,36,Month-to-Month,136,1
24968,Male,28,49,One Year,26,0
24969,Male,28,69,Month-to-Month,41,1
24970,Male,58,62,Month-to-Month,49,0
24971,Male,51,69,Two Year,116,0
24972,Male,43,51,Month-to-Month,33,0
24973,Female,35,61,Two Year,76,0
24974,Male,63,27,Two Year,133,1
24975,Female,51,13,Month-to-Month,37,1
24976,Male,22,52,Month-to-Month,26,1
24977,Male,31,25,Month-to-Month,26,1
24978,Female,62,55,Two Year,147,0
24979,Female,41,71,Month-to-Month,145,0
24980,Male,36,63,One Year,88,0
24981,Female,26,37,One Year,34,0
24982,Male,66,10,Two Year,82,0
24983,Female,22,9,Month-to-Month,25,0
24984,Female,47,63,One Year,80,0
24985,Male,35,21,Month-to-Month,104,0
24986,Female,36,38,Month-to-Month,116,0
24987,Female,26,57,One Year,61,0
24988,Male,56,38,Month-to-Month,37,0
24989,Female,42,14,One Year,106,0
24990,Female,39,47,Month-to-Month,135,1
24991,Female,46,34,One Year,73,0
24992,Male,58,62,Two Year,40,0
24993,Female,35,68,One Year,78,0
24994,Male,48,61,Month-to-Month,67,0
24995,Male,31,48,Two Year,40,1
24996,Male,59,41,Two Year,23,0
24997,Female,67,5,Month-to-Month,45,1
24998,Female,37,9,Month-to-Month,96,0
24999,Female,54,61,Two Year,87,0
25000,Female,59,39,Two Year,142,0
25001,Male,58,50,One Year,146,0
25002,Male,51,12,One Year,111,0
25003,Female,25,62,Month-to-Month,148,0
25004,Female,33,14,One Year,25,0
25005,Female,26,69,Two Year,142,0
25006,Male,54,42,One Year,145,0
25007,Male,62,47,One Year,65,1
25008,Male,45,63,Month-to-Month,86,1
25009,Male,67,15,Two Year,79,0
25010,Male,25,42,Month-to-Month,36,0
25011,Female,66,6,One Year,99,0
25012,Female,20,37,Month-to-Month,98,0
25013,Female,37,25,Two Year,45,1
25014,Male,63,61,Month-to-Month,35,0
25015,Male,27,18,One Year,117,0
25016,Female,24,37,One Year,148,0
25017,Female,61,14,Month-to-Month,61,1
25018,Female,52,50,One Year,46,0
25019,Female,63,68,Two Year,49,1
25020,Female,34,58,Month-to-Month,117,1
25021,Male,69,23,One Year,38,1
25022,Male,46,42,Month-to-Month,108,0
25023,Female,48,24,One Year,107,1
25024,Male,67,51,Month-to-Month,111,0
25025,Male,64,32,Two Year,50,0
25026,Male,40,9,Two Year,98,0
25027,Male,51,39,One Year,89,0
25028,Female,50,27,One Year,58,0
25029,Male,48,33,Month-to-Month,78,1
25030,Male,31,59,Month-to-Month,77,0
25031,Female,27,40,Month-to-Month,125,1
25032,Female,36,65,Month-to-Month,33,0
25033,Female,19,12,Month-to-Month,80,0
25034,Female,58,20,Month-to-Month,50,0
25035,Female,51,44,Month-to-Month,138,0
25036,Female,33,54,Month-to-Month,89,0
25037,Male,63,9,Two Year,149,0
25038,Male,61,60,Month-to-Month,61,1
25039,Female,25,26,Two Year,119,1
25040,Female,32,6,Two Year,87,0
25041,Female,28,60,Month-to-Month,109,1
25042,Female,44,13,Month-to-Month,133,1
25043,Female,42,8,Month-to-Month,96,0
25044,Male,56,54,One Year,111,0
25045,Male,19,12,Month-to-Month,143,0
25046,Male,30,24,Two Year,134,0
25047,Male,68,20,Two Year,63,0
25048,Male,38,50,One Year,137,0
25049,Male,35,56,One Year,27,0
25050,Female,46,64,Two Year,148,0
25051,Female,25,23,Two Year,51,0
25052,Female,37,43,One Year,78,1
25053,Male,54,22,Month-to-Month,148,1
25054,Male,49,23,Month-to-Month,116,0
25055,Female,26,63,Two Year,122,1
25056,Male,47,27,Two Year,50,0
25057,Female,68,33,Two Year,136,0
25058,Male,37,72,Month-to-Month,49,0
25059,Female,55,21,One Year,107,1
25060,Male,40,21,One Year,112,1
25061,Male,25,46,Month-to-Month,64,0
25062,Male,18,10,Two Year,78,0
25063,Female,23,68,One Year,117,0
25064,Male,61,2,Two Year,37,1
25065,Female,18,65,One Year,74,1
25066,Male,18,41,Two Year,96,0
25067,Male,62,25,Two Year,41,0
25068,Female,29,36,Two Year,52,0
25069,Female,31,7,Two Year,20,1
25070,Female,21,14,One Year,77,1
25071,Male,60,3,Two Year,108,0
25072,Male,48,54,One Year,94,0
25073,Female,42,23,One Year,91,0
25074,Male,43,16,Two Year,104,1
25075,Female,29,33,One Year,41,0
25076,Male,35,12,Month-to-Month,97,0
25077,Female,53,5,One Year,130,0
25078,Male,55,62,Month-to-Month,76,1
25079,Male,60,54,Month-to-Month,20,0
25080,Female,19,28,One Year,27,1
25081,Female,29,1,One Year,90,1
25082,Female,18,11,Two Year,117,0
25083,Female,36,56,Month-to-Month,88,0
25084,Female,64,41,Month-to-Month,56,0
25085,Female,66,62,Month-to-Month,135,0
25086,Female,60,63,Two Year,80,1
25087,Female,66,35,One Year,120,0
25088,Male,59,44,Two Year,77,1
25089,Female,56,63,One Year,26,0
25090,Female,22,12,One Year,87,0
25091,Female,69,6,Month-to-Month,76,0
25092,Female,64,7,One Year,35,0
25093,Male,22,56,Month-to-Month,80,1
25094,Male,38,33,Month-to-Month,62,0
25095,Male,19,14,One Year,129,0
25096,Male,56,33,One Year,103,0
25097,Male,60,31,One Year,109,0
25098,Female,48,22,Month-to-Month,88,1
25099,Female,22,39,Two Year,60,0
25100,Female,19,24,One Year,140,1
25101,Male,65,10,One Year,116,0
25102,Female,24,25,One Year,31,0
25103,Female,69,31,Month-to-Month,117,0
25104,Male,57,46,Two Year,84,0
25105,Female,48,48,Two Year,68,0
25106,Female,24,63,Two Year,40,0
25107,Male,22,67,One Year,98,1
25108,Female,49,29,Two Year,110,0
25109,Female,46,51,One Year,81,1
25110,Male,40,58,Two Year,116,0
25111,Female,55,46,Month-to-Month,96,0
25112,Male,25,64,Two Year,82,0
25113,Male,34,58,One Year,86,0
25114,Female,49,58,Month-to-Month,39,0
25115,Male,58,26,Month-to-Month,97,0
25116,Female,65,72,Month-to-Month,147,1
25117,Male,56,16,Month-to-Month,42,0
25118,Male,45,61,Month-to-Month,41,0
25119,Female,37,70,Month-to-Month,42,0
25120,Male,35,20,One Year,64,0
25121,Male,32,5,Month-to-Month,95,0
25122,Female,56,9,Two Year,139,0
25123,Female,57,72,Month-to-Month,28,1
25124,Female,23,6,Two Year,78,1
25125,Female,54,66,One Year,110,1
25126,Female,52,24,Two Year,127,0
25127,Female,34,64,Month-to-Month,32,0
25128,Male,68,31,Month-to-Month,20,0
25129,Male,31,43,Month-to-Month,93,0
25130,Male,53,8,Two Year,63,0
25131,Male,25,23,One Year,77,0
25132,Female,60,64,Month-to-Month,133,1
25133,Female,25,63,One Year,64,0
25134,Female,42,25,Month-to-Month,149,1
25135,Male,67,30,One Year,78,0
25136,Male,50,43,Month-to-Month,73,1
25137,Male,64,62,Month-to-Month,137,0
25138,Female,46,67,One Year,32,1
25139,Male,37,9,Two Year,38,0
25140,Female,65,67,Month-to-Month,93,1
25141,Male,33,44,Month-to-Month,53,0
25142,Female,62,8,One Year,66,0
25143,Female,33,3,Two Year,125,0
25144,Female,20,35,One Year,126,1
25145,Male,42,11,Two Year,123,0
25146,Male,54,13,One Year,116,1
25147,Male,19,22,Month-to-Month,32,1
25148,Female,20,46,One Year,142,0
25149,Male,61,61,Month-to-Month,34,1
25150,Male,23,35,One Year,62,1
25151,Female,33,63,Two Year,94,0
25152,Female,49,65,One Year,135,0
25153,Female,47,28,Month-to-Month,40,0
25154,Female,49,18,Month-to-Month,143,0
25155,Female,49,8,Month-to-Month,48,0
25156,Female,43,55,Month-to-Month,29,1
25157,Female,58,33,One Year,62,0
25158,Male,60,68,Two Year,49,0
25159,Female,33,53,Month-to-Month,109,0
25160,Female,54,16,Month-to-Month,45,0
25161,Male,38,16,Month-to-Month,86,0
25162,Female,39,23,One Year,115,0
25163,Male,54,8,Two Year,123,1
25164,Male,30,6,Month-to-Month,88,1
25165,Female,26,68,Month-to-Month,71,0
25166,Female,22,29,Month-to-Month,87,1
25167,Female,45,2,One Year,117,0
25168,Male,66,64,Two Year,21,0
25169,Female,40,46,One Year,32,0
25170,Male,44,59,Month-to-Month,139,1
25171,Male,58,65,Two Year,91,1
25172,Male,63,26,One Year,81,0
25173,Male,21,22,Two Year,79,0
25174,Male,66,32,Two Year,133,1
25175,Female,34,22,Month-to-Month,83,1
25176,Female,36,22,Month-to-Month,143,1
25177,Female,19,34,Two Year,101,0
25178,Female,23,26,Month-to-Month,118,1
25179,Male,19,65,One Year,23,1
25180,Female,37,16,One Year,135,0
25181,Female,27,44,Month-to-Month,123,0
25182,Male,29,17,Month-to-Month,139,0
25183,Female,50,25,Month-to-Month,62,0
25184,Male,25,68,One Year,133,0
25185,Male,25,51,One Year,126,1
25186,Female,58,22,Month-to-Month,32,0
25187,Female,44,42,One Year,81,0
25188,Female,37,40,Two Year,113,1
25189,Male,50,39,One Year,92,0
25190,Female,55,39,One Year,28,0
25191,Female,43,37,Month-to-Month,79,1
25192,Female,69,39,Month-to-Month,35,0
25193,Male,34,72,Month-to-Month,101,1
25194,Male,27,61,Month-to-Month,48,0
25195,Female,21,21,One Year,106,0
25196,Male,50,39,Month-to-Month,145,0
25197,Male,40,37,One Year,48,1
25198,Male,35,5,One Year,101,0
25199,Female,39,7,Month-to-Month,126,1
25200,Female,67,63,Two Year,141,1
25201,Male,67,40,Month-to-Month,149,0
25202,Male,42,11,Month-to-Month,101,0
25203,Female,66,10,Month-to-Month,147,1
25204,Male,35,30,Month-to-Month,123,0
25205,Female,57,71,Month-to-Month,108,1
25206,Male,48,2,One Year,61,0
25207,Male,62,72,Month-to-Month,46,0
25208,Male,58,14,Month-to-Month,35,0
25209,Female,18,40,Month-to-Month,50,0
25210,Female,33,13,Month-to-Month,42,0
25211,Male,61,34,Month-to-Month,35,0
25212,Male,52,18,Month-to-Month,118,0
25213,Male,49,17,Month-to-Month,64,1
25214,Female,69,14,Two Year,39,0
25215,Male,34,3,Month-to-Month,136,0
25216,Male,62,72,One Year,147,0
25217,Female,28,63,One Year,24,1
25218,Female,30,68,Two Year,132,0
25219,Male,22,60,Two Year,99,0
25220,Male,28,46,Two Year,57,0
25221,Female,40,42,Month-to-Month,91,0
25222,Female,34,12,One Year,23,0
25223,Male,52,6,One Year,143,0
25224,Female,57,57,One Year,116,1
25225,Female,33,36,Month-to-Month,133,0
25226,Female,37,13,Two Year,136,1
25227,Male,51,64,One Year,50,0
25228,Female,68,41,Month-to-Month,89,0
25229,Female,60,46,One Year,50,1
25230,Male,40,70,One Year,132,0
25231,Female,57,63,One Year,92,1
25232,Male,24,39,Month-to-Month,90,0
25233,Male,36,21,Month-to-Month,85,0
25234,Male,51,8,Month-to-Month,82,0
25235,Female,61,56,Two Year,63,0
25236,Female,53,52,One Year,84,0
25237,Female,57,56,Month-to-Month,125,0
25238,Female,35,48,One Year,56,0
25239,Male,61,51,Two Year,28,1
25240,Male,25,23,One Year,110,0
25241,Female,41,25,One Year,84,0
25242,Female,64,23,One Year,38,0
25243,Male,59,68,Month-to-Month,147,0
25244,Male,55,67,One Year,54,0
25245,Male,48,61,Month-to-Month,116,0
25246,Male,56,59,Month-to-Month,143,1
25247,Male,68,50,Month-to-Month,112,0
25248,Female,34,71,Month-to-Month,35,1
25249,Male,41,71,Two Year,23,0
25250,Male,30,61,Two Year,35,0
25251,Female,55,38,Two Year,45,0
25252,Female,55,8,Two Year,114,1
25253,Male,40,20,One Year,142,1
25254,Female,44,26,Two Year,82,0
25255,Male,43,65,Month-to-Month,137,0
25256,Female,58,15,Month-to-Month,103,0
